Id,Region,Product,Year,Sales,Profit,Quantity
566,South,Laptop,2020,12089.24,2273.08,45
567,Central,HardDrive,2021,7887.72,1680.33,58
568,Southwest,Monitor,2024,16624.3,3658.55,36
569,South,SSD,2024,4853.15,1108.83,83
570,West,GPU,2021,7669.38,1896.73,65
571,Southwest,Scanner,2021,1274.99,307.32,81
572,Northeast,Camera,2020,5425.07,1305.75,93
573,Northwest,Tablet,2020,20371.22,4529.7,26
574,West,Modem,2022,2970.95,475.3,42
575,North,Scanner,2022,9346.68,1800.17,34
576,South,Mouse,2020,7512.37,1613.06,134
577,Northeast,Modem,2024,3400.15,541.63,63
578,East,Monitor,2023,25099.25,4447.17,34
579,Northwest,Switch,2021,1617.37,360.09,40
580,South,Switch,2024,5650.93,1230.99,43
581,Southwest,Webcam,2024,1308.64,311.45,36
582,Northwest,HardDrive,2020,9077.83,1419.17,60
583,North,SSD,2024,18022.79,4465.86,63
584,Southeast,SSD,2024,4240.14,944.13,81
585,Northeast,Router,2021,8250.36,1973.54,98
586,North,Laptop,2021,31193.15,7336.23,20
587,South,HardDrive,2022,6940.92,1234.2,84
588,West,RAM,2023,4497.2,710.03,76
589,Northwest,Keyboard,2023,4171.64,1034.85,54
590,South,Router,2023,1379.81,206.99,31
591,Central,SSD,2024,7864.34,1538.43,63
592,Northeast,Mouse,2021,7412.05,1526.99,171
593,Northeast,Modem,2020,1847.98,318.18,63
594,Northeast,Scanner,2024,4812.59,773.06,41
595,Northwest,Tablet,2023,10080.8,1709.62,17
596,Southwest,Headphones,2023,8020.94,1778.07,77
597,Southwest,Mouse,2024,2072.57,404.26,200
598,Southeast,Tablet,2023,7809.07,1209.29,37
599,Northwest,SSD,2021,13955.1,3112.68,36
600,South,Router,2024,6948.08,1392.47,69
601,Southwest,GPU,2021,6878.66,1267.64,57
602,Northwest,Tablet,2021,21109.82,5037.73,42
603,Central,RAM,2022,8520.74,1749.8,47
604,West,Headphones,2024,6078.92,1121.74,83
605,East,SSD,2024,15684.03,3466.72,65
606,Southeast,HardDrive,2024,13371.52,2955.27,88
607,Central,Switch,2020,5922.68,1113.98,26
608,North,Headphones,2022,8982.03,2230.72,114
609,East,Mouse,2022,3007.75,460.88,165
610,South,GPU,2024,7494.18,1544.75,50
611,Southeast,Scanner,2020,3779.6,928.54,60
612,Southeast,Mouse,2020,6208.35,1316.52,163
613,West,Webcam,2024,5594.95,949.17,44
614,Central,Modem,2021,7349.38,1809.77,85
615,South,Router,2020,4436.64,782.73,40
616,Central,Laptop,2022,28912.31,4784.43,19
617,Northeast,GPU,2020,13043.11,2819.78,82
618,Southeast,Webcam,2020,7513.32,1521.74,43
619,Southeast,Keyboard,2024,2131.62,434.22,73
620,Northeast,Camera,2021,14276.7,2560.63,99
621,Southeast,HardDrive,2024,10946.42,2374.21,77
622,West,GPU,2024,7607.16,1660.3,61
623,Southwest,Monitor,2023,15784.7,2814.14,43
624,Northeast,SSD,2024,9744.23,1750.49,44
625,Northeast,SSD,2020,3887.2,954.8,88
626,Southeast,Laptop,2020,14922.4,3392.73,53
627,Southwest,Monitor,2021,26866.81,6390.64,57
628,Southwest,Keyboard,2021,1119.69,205.1,72
629,South,Mouse,2021,7322.65,1149.98,108
630,Central,Switch,2023,5756.27,1112.7,22
631,Southwest,Monitor,2024,8130.95,1722.42,58
632,North,Keyboard,2022,5739.56,1312.58,127
633,South,Scanner,2023,4200.43,907.6,80
634,East,RAM,2021,2379.56,546.53,89
635,Central,Tablet,2022,34335.5,8410.36,45
636,Southeast,Tablet,2020,7508.54,1574.28,44
637,Southeast,Keyboard,2022,2786.61,669.77,138
638,West,Switch,2024,1837.39,316.18,52
639,West,Monitor,2021,31182.38,7334.88,58
640,Southeast,Modem,2024,1418.63,222.35,32
641,West,CPU,2023,7638.13,1658.46,50
642,South,Scanner,2024,1838.13,334.13,77
643,Northeast,GPU,2022,14005.58,2892.93,66
644,Northeast,Switch,2021,928.83,212.3,75
645,Central,Webcam,2021,8186.39,1946.63,79
646,Northwest,Webcam,2022,4816.89,807.2,97
647,South,Printer,2021,21718.8,4850.99,100
648,South,Keyboard,2020,8374.09,1282.24,198
649,Southwest,CPU,2021,3475.72,710.25,89
650,Northwest,Tablet,2022,18086.32,4109.47,56
651,Central,Tablet,2023,29354.85,5567.98,42
652,North,Camera,2024,13057.54,2141.92,40
653,East,CPU,2024,16034.37,2639.58,81
654,Northeast,Mouse,2021,6848.32,1070.3,144
655,West,Mouse,2021,5621.09,1046.23,170
656,Northwest,Mouse,2020,5663.26,1248.03,183
657,Central,Printer,2024,27724.85,5203.01,68
658,Northeast,CPU,2020,10037.33,2481.9,48
659,Southeast,Router,2022,8158.07,1620.9,81
660,North,SSD,2021,11565.77,1824.02,55
661,West,Tablet,2021,11954.42,2650.66,17
662,West,Switch,2022,5754.61,1251.76,81
663,West,CPU,2021,14284.33,2174.71,25
664,East,CPU,2024,5303.01,1067.31,93
665,East,Mouse,2021,3665.53,739.21,153
666,North,Scanner,2020,3300.62,822.77,81
667,East,Camera,2023,23276.18,4847.6,43
668,Southeast,Printer,2021,17472.78,3663.23,28
669,West,Router,2023,1734.25,295.23,84
670,Southwest,Tablet,2024,9517.74,2285.79,48
671,North,RAM,2024,8047.65,1595.24,36
672,Southeast,Laptop,2023,23253.31,5522.25,54
673,Southeast,Switch,2021,7152.79,1622.73,64
674,South,Switch,2021,3218.09,557.54,30
675,Central,GPU,2024,11164.38,1680.76,20
676,Southeast,Monitor,2024,7514.51,1281.54,30
677,Southwest,Webcam,2020,2103.37,438.63,53
678,Southeast,Switch,2024,3929.34,979.11,70
679,West,Switch,2024,7177.13,1204.84,91
680,Southeast,HardDrive,2022,7809.72,1776.08,70
681,East,Monitor,2021,25688.07,6291.64,16
682,West,SSD,2023,8887.95,1878.94,26
683,East,Router,2020,7037.48,1157.9,96
684,Southwest,Keyboard,2020,2733.91,431.97,59
685,Southwest,Router,2024,6096.42,1348.29,96
686,North,Phone,2023,21363.92,5021.73,43
687,Central,Headphones,2020,9054.12,1825.14,109
688,East,Mouse,2022,3244.56,803.24,72
689,Central,Router,2022,7646.0,1595.02,86
690,North,Keyboard,2020,6365.26,1482.96,199
691,Northeast,Webcam,2022,2801.39,474.7,71
692,North,Printer,2021,22030.88,4535.34,84
693,Central,Speaker,2020,9112.53,1601.7,88
694,Central,Modem,2023,6717.22,1170.99,63
695,Northwest,Modem,2024,1156.18,203.24,68
696,West,Camera,2022,20117.94,4056.79,21
697,Central,Camera,2022,9493.74,2134.94,63
698,South,RAM,2021,4874.38,837.69,93
699,Central,Phone,2021,26633.72,4620.58,25
700,Central,Headphones,2021,3371.46,787.69,141
701,East,Monitor,2020,11657.1,2521.93,49
702,North,RAM,2020,9507.06,2016.13,83
703,Central,HardDrive,2021,13148.95,2264.37,93
704,East,Mouse,2024,7750.41,1890.83,58
705,Southeast,Webcam,2023,6839.01,1338.53,35
706,Southeast,Modem,2022,5333.59,1159.58,68
707,South,Speaker,2022,6973.33,1176.51,53
708,West,Printer,2023,14776.6,2953.5,46
709,Southwest,Webcam,2022,7359.58,1435.65,93
710,East,CPU,2021,5174.91,1192.34,91
711,Southwest,Router,2021,2281.78,510.79,80
712,North,Phone,2023,24081.73,5763.41,50
713,Southeast,RAM,2022,7031.51,1231.2,92
714,North,Router,2020,7539.04,1293.3,52
715,Northwest,Monitor,2023,16650.83,3097.56,45
716,Central,Webcam,2020,4916.33,1163.88,97
717,West,CPU,2024,13575.21,2273.22,56
718,Northeast,Speaker,2024,5154.89,1003.62,30
719,Southwest,GPU,2022,10486.87,1724.93,41
720,Northeast,Switch,2024,5235.58,1260.24,30
721,East,Speaker,2021,3550.39,636.0,54
722,Southwest,Printer,2023,17311.83,3498.61,77
723,Southwest,Phone,2021,4820.72,836.22,26
724,South,Headphones,2021,3958.2,618.98,171
725,Southeast,Mouse,2020,6723.24,1522.81,71
726,South,Printer,2024,9334.36,2269.73,69
727,Central,Camera,2021,17010.51,2766.61,87
728,East,Laptop,2020,29952.76,7234.41,40
729,Northwest,RAM,2022,5127.46,1266.25,89
730,East,CPU,2024,11416.01,2438.29,92
731,Southwest,SSD,2024,8659.72,1716.05,49
732,South,Modem,2022,4090.55,677.28,21
733,North,SSD,2021,9992.58,2033.59,82
734,Northwest,Scanner,2020,6758.5,1211.75,49
735,North,RAM,2022,3007.89,619.79,70
736,West,Phone,2023,15069.76,2379.83,50
737,West,SSD,2024,14446.48,2578.23,88
738,Central,Switch,2021,8899.52,1456.52,34
739,Northwest,GPU,2023,7533.64,1500.7,61
740,North,Tablet,2020,28194.9,6970.72,28
741,Central,Tablet,2023,9479.78,1564.81,41
742,West,Speaker,2023,3678.87,735.18,67
743,Northwest,Mouse,2022,1744.93,427.79,64
744,Central,Router,2020,6506.27,1100.99,52
745,Southwest,Laptop,2020,14790.75,3660.67,25
746,North,Headphones,2023,8808.24,1780.27,103
747,Northwest,Router,2022,3090.29,688.59,90
748,Southeast,Monitor,2022,23567.3,4003.43,13
749,West,Monitor,2021,26734.41,4050.44,60
750,Central,CPU,2020,11929.25,1800.04,25
751,Northwest,GPU,2021,9367.78,1638.16,83
752,South,GPU,2022,12156.36,2255.63,39
753,Southeast,Monitor,2021,20862.21,5177.32,60
754,Northeast,Modem,2021,1181.95,219.63,37
755,Central,Mouse,2023,8060.75,1446.67,175
756,West,CPU,2021,10766.59,2403.54,55
757,Southeast,Phone,2020,18965.16,3405.52,26
758,Southeast,Webcam,2023,1037.94,208.21,43
759,North,GPU,2022,15105.63,3354.97,88
760,Southwest,Headphones,2024,6261.35,1284.5,122
761,Northeast,Switch,2022,1578.18,340.71,25
762,East,Phone,2020,10832.13,1832.38,12
763,Southwest,HardDrive,2024,13360.44,2346.01,66
764,West,GPU,2020,3468.11,592.61,82
765,South,Modem,2020,4222.66,1029.59,73
766,Northeast,Mouse,2024,3045.81,680.53,127
767,South,Headphones,2024,1670.01,289.08,148
768,West,Headphones,2024,5581.01,1186.15,95
769,Southeast,RAM,2023,5914.73,1264.94,65
770,Northwest,Switch,2020,2455.29,503.33,84
771,Northeast,Phone,2024,23003.54,4261.0,30
772,Southeast,Speaker,2022,4505.05,869.74,61
773,West,CPU,2024,5935.02,1216.82,52
774,Northeast,Modem,2023,3401.85,522.07,56
775,North,SSD,2021,8749.94,2173.83,47
776,Northeast,Laptop,2022,24923.3,5160.79,46
777,East,Monitor,2020,23239.59,3807.59,33
778,West,Camera,2022,12281.16,2333.17,47
779,South,Speaker,2023,2528.3,606.55,93
780,South,GPU,2022,4042.68,839.38,30
781,North,Speaker,2022,9131.71,2219.23,35
782,West,GPU,2020,13829.72,2603.43,59
783,Southeast,Mouse,2022,5257.46,960.45,106
784,East,Mouse,2023,5235.21,1086.44,73
785,West,Switch,2022,6833.05,1115.28,30
786,Northwest,CPU,2020,11018.69,1746.55,84
787,Southwest,Tablet,2021,22992.73,4570.64,51
788,West,RAM,2024,6725.81,1171.85,54
789,Southwest,Speaker,2024,1444.9,276.49,66
790,Northeast,Headphones,2022,3738.54,569.83,128
791,East,Webcam,2024,9253.18,1797.16,38
792,Northwest,Mouse,2021,2649.78,438.8,71
793,South,Mouse,2021,7170.6,1698.54,123
794,North,Speaker,2020,4163.85,634.05,46
795,Southeast,Headphones,2021,5240.42,921.61,173
796,East,Laptop,2023,31759.62,6437.04,26
797,East,Mouse,2022,3005.58,636.57,63
798,Northwest,Laptop,2020,20695.85,4476.47,52
799,Northeast,Monitor,2020,18642.96,4007.14,24
800,Southwest,SSD,2020,7722.02,1619.39,31
801,East,Headphones,2024,5075.05,1122.84,60
802,West,SSD,2022,8016.18,1799.14,22
803,Northeast,Webcam,2022,5451.96,1360.81,84
804,Central,Mouse,2022,5330.87,1234.02,57
805,Southeast,Printer,2021,8999.18,1703.41,37
806,South,Router,2024,7102.8,1509.72,49
807,Southwest,Camera,2024,9284.03,1682.62,97
808,Northeast,Modem,2024,1792.15,293.66,89
809,West,Tablet,2022,26997.67,5210.72,59
810,East,CPU,2021,7547.74,1534.43,35
811,East,Speaker,2021,6321.93,1149.76,72
812,Southwest,Scanner,2023,7677.57,1838.11,55
813,East,Headphones,2020,1984.42,448.96,118
814,West,GPU,2021,6825.15,1268.97,81
815,East,SSD,2024,11893.31,2228.76,69
816,Northwest,HardDrive,2021,4875.89,747.1,21
817,Central,Switch,2021,8739.85,1488.25,46
818,South,Phone,2023,23293.28,5513.0,25
819,Southwest,Router,2020,6103.19,1147.63,60
820,Southwest,GPU,2024,12229.67,2618.85,24
821,Southeast,Monitor,2023,24075.97,3713.52,25
822,Southeast,RAM,2023,5700.29,1075.87,100
823,North,Headphones,2022,5426.2,979.19,123
824,Northwest,Phone,2023,14411.77,2240.38,43
825,East,Modem,2023,1943.22,313.47,94
826,Southeast,Tablet,2023,19332.07,2947.97,39
827,West,Modem,2020,2734.73,587.58,40
828,South,Keyboard,2020,7021.25,1308.02,184
829,Southwest,SSD,2024,5133.54,965.42,41
830,Northeast,CPU,2021,5999.01,1007.15,26
831,Southwest,Scanner,2022,7194.54,1400.24,100
832,East,Monitor,2021,13197.82,2989.83,10
833,Northwest,HardDrive,2023,12406.78,2615.33,83
834,West,Headphones,2024,6035.25,1152.82,70
835,North,Camera,2024,17273.65,3554.14,46
836,North,Phone,2021,8373.38,1286.75,12
837,Central,Speaker,2020,1571.61,391.92,40
838,Central,GPU,2024,15562.34,2610.46,78
839,Northeast,Mouse,2020,6491.01,1212.89,147
840,South,Switch,2024,1512.4,247.21,55
841,Northeast,SSD,2023,10005.95,1710.07,27
842,South,CPU,2024,4636.06,1014.67,56
843,Southwest,GPU,2022,6946.56,1733.18,65
844,East,GPU,2024,11754.41,2505.87,83
845,East,GPU,2021,14421.22,2442.31,35
846,North,Modem,2020,8939.35,2055.66,73
847,Southwest,Mouse,2022,3740.83,799.6,52
848,West,Scanner,2022,6130.48,1103.66,90
849,Northeast,Laptop,2020,17074.47,3798.04,49
850,North,Phone,2021,20052.89,4857.37,40
851,Northwest,Mouse,2021,4185.67,820.65,187
852,Northeast,Modem,2023,5785.44,1169.28,92
853,Northeast,RAM,2024,994.44,217.33,65
854,South,Tablet,2022,9036.75,1694.61,44
855,East,CPU,2024,8971.2,1450.5,59
856,Northeast,Mouse,2022,3626.31,861.99,145
857,Northwest,Scanner,2021,4721.58,761.23,24
858,West,Keyboard,2023,4154.49,823.7,178
859,East,Headphones,2022,5553.87,1123.9,133
860,East,Monitor,2024,11873.3,1824.39,34
861,Southeast,Monitor,2020,19639.76,4295.32,48
862,South,Speaker,2023,1281.89,290.5,59
863,North,CPU,2022,17215.3,3134.7,44
864,Central,Printer,2024,19391.69,4210.18,54
865,East,Phone,2022,7915.05,1680.32,42
866,South,Headphones,2024,4119.75,729.63,122
867,West,Phone,2020,14959.43,2750.65,38
868,North,Tablet,2020,29999.42,4651.28,34
869,North,Keyboard,2023,4781.7,1002.3,164
870,Northeast,Scanner,2022,6614.28,1493.77,88
871,South,Modem,2024,1929.05,444.13,79
872,South,Modem,2022,7223.6,1637.22,80
873,West,Camera,2021,14448.77,2733.82,62
874,Northeast,Modem,2023,1022.05,164.85,81
875,Northwest,Phone,2022,16116.42,2622.78,16
876,Southwest,Monitor,2022,26087.57,5980.4,44
877,Northwest,Router,2024,3822.72,666.56,40
878,Northwest,Router,2020,3269.63,717.38,75
879,Southwest,CPU,2022,12019.23,2010.92,29
880,Northwest,Monitor,2024,25849.04,5312.2,38
881,East,Scanner,2023,1694.78,370.4,96
882,Southwest,Speaker,2023,6270.74,997.38,37
883,North,Tablet,2021,27554.4,5207.73,46
884,Northwest,Headphones,2021,6998.16,1259.48,127
885,Southwest,Webcam,2020,4632.46,1151.82,71
886,East,Scanner,2020,4709.38,1162.23,20
887,Southeast,Webcam,2020,3508.68,608.84,95
888,Southwest,Speaker,2023,3956.0,809.05,42
889,Northwest,Tablet,2021,23982.92,5814.62,36
890,East,Scanner,2021,1897.31,407.62,38
891,Northwest,Switch,2021,1424.09,328.39,78
892,Southwest,GPU,2021,9951.3,2042.06,77
893,Southwest,Webcam,2021,2338.98,352.58,83
894,West,SSD,2022,10489.72,2178.04,24
895,North,CPU,2023,17075.22,3552.1,30
896,East,SSD,2022,11201.84,2266.53,98
897,South,Camera,2023,8353.27,1703.4,94
898,Central,GPU,2020,10414.05,1573.34,78
899,Southeast,HardDrive,2024,7809.68,1921.64,57
900,Central,Phone,2020,30725.92,6842.58,46
901,Central,Mouse,2023,6503.57,1009.11,124
902,North,Scanner,2023,1884.99,297.24,55
903,Central,Tablet,2024,19873.68,3491.72,57
904,South,GPU,2021,14239.86,3074.61,67
905,East,Printer,2021,19933.18,4041.23,24
906,Northeast,Keyboard,2021,6349.31,1050.27,176
907,Southwest,Router,2021,5976.34,1277.49,46
908,Northeast,Mouse,2022,7517.64,1167.13,168
909,Southwest,HardDrive,2022,11060.6,2491.32,88
910,West,Router,2023,4294.63,872.0,75
911,North,Scanner,2023,5102.2,1256.04,25
912,South,RAM,2022,8149.81,1970.66,54
913,Northeast,Printer,2022,7205.68,1501.79,79
914,West,CPU,2021,10380.27,2273.57,43
915,Northeast,RAM,2020,5225.36,819.31,72
916,South,SSD,2020,14711.76,2529.56,56
917,Central,Headphones,2020,1461.31,227.51,105
918,South,Monitor,2020,26116.57,5631.76,51
919,East,Monitor,2021,16111.43,3480.84,14
920,Northwest,Printer,2023,13681.7,3120.43,55
921,North,Router,2023,4839.49,850.9,53
922,East,Modem,2020,6002.56,1020.84,70
923,East,HardDrive,2020,5690.15,1098.91,98
924,South,Modem,2022,1680.71,263.94,52
925,Northwest,Laptop,2023,12823.68,1924.66,12
926,Southwest,Printer,2021,16935.39,3513.48,85
927,Northwest,HardDrive,2023,10128.77,2310.31,28
928,Southeast,Camera,2020,19113.6,4430.49,81
929,South,CPU,2024,8880.28,1600.96,27
930,South,Webcam,2024,9494.34,1500.54,78
931,Central,Headphones,2021,6139.79,1156.84,98
932,Central,Router,2020,7632.08,1516.12,100
933,Northwest,Headphones,2021,1108.44,246.04,111
934,Northwest,Router,2020,7210.47,1303.46,88
935,Northwest,Laptop,2020,15615.08,3572.38,12
936,Southwest,Monitor,2021,29430.74,5763.63,53
937,Southeast,Tablet,2024,16844.77,2588.84,19
938,Northwest,Laptop,2023,22997.93,5062.53,18
939,North,Phone,2020,19050.71,3042.96,49
940,East,CPU,2020,4430.23,928.12,98
941,West,Keyboard,2021,4047.3,945.41,152
942,Northeast,Monitor,2024,21776.11,5087.83,60
943,West,Mouse,2024,2179.58,353.25,86
944,Southwest,Phone,2022,19652.38,3426.68,47
945,North,Tablet,2020,35103.75,7995.45,11
946,Northwest,Keyboard,2020,904.2,143.69,122
947,Southwest,HardDrive,2021,5375.34,951.95,77
948,Southwest,Camera,2021,6100.39,1352.58,98
949,South,Scanner,2022,3993.07,693.05,35
950,Southeast,Monitor,2024,21026.03,5228.72,42
951,West,Modem,2021,2663.17,429.48,39
952,Northwest,HardDrive,2021,5622.86,867.67,66
953,Central,Headphones,2023,3569.42,822.81,166
954,North,Monitor,2020,29069.63,6643.84,41
955,Southeast,Monitor,2020,15967.97,3341.63,30
956,Southwest,Headphones,2022,2981.17,544.4,75
957,West,Switch,2021,4350.76,684.61,94
958,Northwest,Mouse,2023,1891.43,398.98,95
959,Southwest,Webcam,2021,4824.73,1028.64,54
960,West,Speaker,2021,1271.67,198.34,37
961,South,Modem,2023,4210.72,776.28,57
962,East,GPU,2021,14853.47,3498.0,31
963,Southwest,SSD,2023,6398.55,1495.33,55
964,North,Switch,2021,3531.34,734.33,95
965,East,CPU,2020,11754.28,1810.23,80
966,Southeast,Mouse,2023,4912.88,1134.74,75
967,Northwest,HardDrive,2021,4219.47,638.16,72
968,West,Tablet,2022,15422.45,3854.0,11
969,Northwest,Scanner,2021,6340.36,1312.7,94
970,North,Modem,2023,8257.2,1819.17,43
971,Northeast,Modem,2020,5040.58,1206.43,62
972,Southeast,Mouse,2022,4604.09,1012.0,188
973,West,Keyboard,2024,3827.73,595.14,143
974,North,Monitor,2023,23836.36,3672.88,33
975,East,RAM,2020,6223.9,1061.0,62
976,West,RAM,2020,5959.45,1453.6,94
977,West,Camera,2022,17705.72,3547.46,74
978,Central,Mouse,2020,4739.31,941.33,184
979,South,HardDrive,2024,16196.27,3886.22,77
980,Northeast,Keyboard,2021,3924.41,741.98,95
981,Central,Keyboard,2020,2713.54,596.19,177
982,East,Headphones,2024,5565.98,1066.74,188
983,East,HardDrive,2022,10210.7,2189.87,57
984,West,Keyboard,2020,6582.75,1611.09,135
985,Southwest,CPU,2022,13658.0,2494.37,95
986,Southeast,RAM,2023,4234.21,691.0,59
987,East,Printer,2021,21108.45,3774.5,26
988,East,Webcam,2022,5618.61,1190.38,40
989,Southeast,Scanner,2021,2562.18,561.85,39
990,East,Camera,2020,7605.74,1577.83,76
991,Central,Webcam,2021,3249.49,498.7,60
992,Northeast,Tablet,2022,21830.72,3629.57,29
993,South,Laptop,2023,27544.85,6742.4,30
994,East,Laptop,2024,24610.84,5427.8,40
995,Central,CPU,2021,15272.39,3699.42,63
996,South,HardDrive,2020,5830.38,942.7,23
997,Southwest,GPU,2021,9349.79,1707.61,97
998,West,CPU,2024,6867.28,1556.88,45
999,North,Keyboard,2024,9462.79,2054.9,72
1000,Southeast,Router,2021,4491.86,945.57,27
1001,Northeast,Router,2021,7250.41,1355.56,67
1002,North,Scanner,2022,4504.75,876.43,91
1003,South,Headphones,2023,8473.09,1951.93,123
1004,East,Switch,2023,2465.85,517.32,38
1005,West,Scanner,2023,5812.04,910.23,95
1006,Southwest,Keyboard,2020,4317.61,765.65,94
1007,Southeast,Modem,2024,7721.08,1312.01,68
1008,Central,RAM,2023,1700.83,306.49,94
1009,Central,HardDrive,2024,12127.97,2778.78,39
1010,Central,Scanner,2023,2482.45,593.97,73
1011,East,HardDrive,2021,3243.5,576.44,28
1012,Northeast,CPU,2023,11417.44,2007.08,80
1013,South,Webcam,2024,7512.34,1761.85,40
1014,North,Tablet,2022,29476.76,4820.92,20
1015,North,Printer,2022,23006.02,5648.34,26
1016,Central,Scanner,2024,8024.8,1616.09,100
1017,East,Monitor,2024,14326.52,3398.89,53
1018,Central,Printer,2022,9824.04,1819.05,38
1019,North,Tablet,2024,20227.84,4015.02,31
1020,East,Monitor,2021,13730.46,3201.36,60
1021,Southeast,GPU,2024,11878.27,2615.91,34
1022,Southwest,Modem,2020,2043.21,495.15,81
1023,Northeast,Scanner,2022,2234.45,533.97,96
1024,Southeast,Speaker,2021,6074.93,1363.49,35
1025,West,Tablet,2021,13761.73,2353.04,15
1026,Southwest,Monitor,2020,8895.22,2007.95,12
1027,West,Monitor,2020,28257.82,4406.14,17
1028,Central,Mouse,2020,4281.54,965.29,81
1029,West,CPU,2021,6034.11,922.77,38
1030,Central,CPU,2022,9928.62,1986.35,98
1031,West,SSD,2024,3417.66,710.24,21
1032,Southeast,Headphones,2021,2816.87,634.93,51
1033,South,Headphones,2024,8868.58,1655.29,200
1034,East,Modem,2020,2854.2,708.21,74
1035,West,SSD,2021,8069.2,2004.88,35
1036,Northwest,Monitor,2024,11814.72,2199.02,28
1037,Southeast,Mouse,2020,3495.7,658.86,166
1038,Central,Modem,2021,6541.72,1625.59,74
1039,West,Keyboard,2023,5973.86,903.72,175
1040,South,Router,2023,5796.24,918.71,38
1041,Southwest,Router,2024,1874.11,448.37,41
1042,South,Webcam,2021,3623.34,849.32,71
1043,South,Camera,2023,21002.84,4648.97,94
1044,Central,Router,2022,6039.64,1479.8,82
1045,Southeast,Printer,2021,16562.48,2899.58,83
1046,West,Tablet,2020,11503.35,2680.64,41
1047,North,Phone,2023,30662.45,5067.7,49
1048,South,Keyboard,2024,7634.27,1500.91,125
1049,Northwest,HardDrive,2024,7015.42,1620.2,89
1050,Southeast,Laptop,2020,23518.43,3807.95,38
1051,Northeast,Router,2023,3863.44,647.85,58
1052,East,HardDrive,2023,5170.42,976.73,34
1053,Northwest,RAM,2024,5351.16,1103.55,40
1054,Southeast,Mouse,2023,2994.12,739.81,140
1055,Central,Speaker,2020,1498.25,243.94,66
1056,Northeast,CPU,2020,11949.28,1908.72,64
1057,Northeast,Switch,2022,1459.62,255.09,59
1058,South,Keyboard,2022,1939.48,294.75,133
1059,North,Modem,2023,6800.29,1306.45,22
